Őrjítő pillantás,boszorkány,Bájolás,5,3,1 szegmens,1 óra/szint,10 láb átmérőjű kör,Asztrális,,,,,,,"Egyszerű, ám annál hatékonyabb mágia ez. Ha az áldozat elvéti a mágiaellenállását, menthetetlenül felfigyel a boszorkányra, jóllehet az immár egészen mással foglalkozik, s csupán egy pillanatra kapta el áldozata tekintetét. A varázslat alanya ezután egyfajta kíváncsisággal vegyes csodálattal fog a boszorkányra tekinteni, s ha nem túl félénk és gátlásos, előbb- utóbb ő maga fogja kezdeményezni a kapcsolatkeresést, aminek a nő feltehetően nem gördít majd akadályt az útjába. A mágia 1 Mp-ként 1E-vel erősíthető."
Csábítás,boszorkány,Bájolás,12,10,1 szegmens,1 óra/szint,10 láb sugarú kör,Asztrális,,,,,,,"Sokban hasonlít az Őrjítő pillantás nevű varázslatra, ám ez még azokra a férfiakra is hatással van, akik máskülönben rendkívül visszahúzódóak női társaságban. Ha elvétik AME-jüket, az időtartam alatt heves udvarlásba kezdenek az adott hölgynek, azok a férfiak pedig, akik különben is vonzódnak a másik nemhez szinte megőrülnek, hogy a nő kedvére tegyenek. Nem is annyira a szerelem teszi ezt velük, sokkal inkább a nő iránti vágyuk. A mágia 3 Mp-nként 2E-vel erősíthető. Fontos szerepet kapnak a Bájolások között a különféle érintések. Ezeknél nem csak a szemek, de a két test fizikai kapcsolata is szükséges. Ha bármelyik is hiányzik, a varázslat nem jön létre, s a felhasznált Mana-pontok is elvesznek. Ám a boszorkányok csak igen ritkán követnek el ilyen baklövéseket. Amennyiben a mágiahasználó ki tudja provokálni, hogy áldozata érintse meg őt, abban az esteben a varázslat erősítéséhez +5E járul."
Védelem,boszorkány,Bájolás,15,9,1 szegmens,5 perc/szint,érintés,Mentális,,,,,,,"Egyike azon boszorkányvarázslatoknak, amelyek csakis akkor fejtik ki hatásukat, amennyiben bizonyos feltételek teljesülnek. Talán ez az oka annak is, hogy maga a boszorkány sem szerez tudomást varázslata sikeréről, mindaddig, míg annak aktiválódnia nem kell. Így előfordulhat, hogy akár több nap is eltelhet a varázslás és a hatás megjelenése között. A mágia csakis akkor enyészik el, ha létrejön, illetve az áldozat nem kerül 1 mérföldnél távolabb a boszorkánytól. E varázslat ugyanis akkor nyújt csupán védelmet a boszorkány ellen, amikor az általa megérintett férfi rendes körülmények között a nő ellen fordulna. A hirtelen pofonra emelkedő kéz lehanyatlik, a boszorkányt nem kötözik meg, hanem kap egy utolsó esélyt és elzavarják, a gyilkos szándék egyszerű ordítássá és fenyegetőzéssé fajul stb.  A varázslatot alkalmazó nő ilyenkor tudja mi a teendője, hiszen csupán az időtartam lejártáig lesznek iránta ilyen érzéssel, utána ismét eredeti terveiket akarják majd az elbájoltak véghez vinni. A varázslat erősítése 3 Mp-nként 1E-vel történik."
Fürkészés,boszorkány,Bájolás,8,10,1 szegmens,2 kör,érintés,Méntális,,,,,,,"Nagyon ravasz fogása ez a boszorkányoknak, hiszen általa megtudhatják, hogy a kiszemelt áldozat milyen női eszményképért rajong. Ha a férfi elvéti a Mágiaellenállását, feltárul az alkalmazó előtt az a nőideál, amely legközelebb van a férfi szívéhez. Nemcsak a külső erényekről szerez ily módon tudomást, de a képzeletbeli nő belső tulajdonságairól is hozzávetőlegesen teljes képet alkothat, arról nem beszélve, hogy amennyiben áldozata legalább 3-mal elvétette az MME-t, képet kaphat az illető szexuális szokásairól, vágyairól is. A varázslat erősítése 3 Mp-nként 2E-vel történik."
Álmok asszonya,boszorkány,Bájolás,16,3,2 kör,1 óra/szint,önmaga,-,,,,,,,"A fürkészés nevű varázslat kiegészítő praktikája ez, amely segítségével a boszorkány nagyjából idomulhat áldozata ideáljához. A változások csupán időlegesek, ezért kell az adott idő alatt tőrbe csalni a kiszemelt férfit. Amíg a mágia tart, a boszorkány elérheti, hogy testén kisebb változások történjenek. Ilyenek lehetnek a kisebb vagy nagyobb mell, a láb formájának, ívének megváltoztatása, illetve a szem, a haj, a száj, színének cseréje. Ez utóbbiakat különféle női praktikákkal természetesen mágia nélkül is megoldhatja. A mágia mindenben segít az előzőleg feltérképezett vágyak kiszolgálásában. Ha kell a hang magassága vagy a mozgás is megváltozhat. 5 Mp befektetésével a határidő újabb 20 perccel kitolható."
Bénítás,boszorkány,Bájolás,2,5,1 szegmens,speciális ill. 1 szegmens,érintés,Mentális,,,,,,,"Végső kétségbeesésükben fordulnak ehhez a varázslathoz a boszorkányok, rendszerint felhasználva vele összes manatartalékukat, kizárólag a minél gyorsabb mana-kinyerést elősegítve ezzel. Ez a varázslat az egyetlen kivétel a Szexuálmágián belül, amelyik egy másikkal együttesen is kifejti hatását. Pontosabban csakis azzal együtt, hiszen máskülönben mindössze egyetlen szegmensig hat.  Ha a boszorkányoknak nincs idejük különféle trükkökkel becserkészni áldozatukat és sürgősen Mp-ra van szükségük, akkor fordulnak ehhez a varázsalthoz. Érintésük nyomán ugyanis megbénul a férfi, és nem képes ellenkezni, míg a boszorkány a Mágikus ölelés szertartását végre nem hajtja rajta. Ha ez utóbbi nem következik be, a bénítás egyetlen szegmensen belül szertefoszlik, s a boszorkány lelepleződik. Azok a férfiak, akik ilyen durva módon kerülnek a Szexuálmágia hatása alá a későbbiekben éppen emiatt nagyobb védelmet fognak élvezni. Minden, az elkövetkező héten feléjük irányuló, a Szexuálmágia körébe tartozó varázslattal szemben +5 járul majd a ME-jükhöz. A varázslat erősítése 1Mp-ként 2 E-vel történik."
Izzó csók,boszorkány,Tűzmágia,12,1,5 szegmens,egyszeri,csók,-,,,,,,,"A legegyszerűbb Csókmágia. Azon a pontos, ahol a boszorkány ajkait a varázslat áldozatának bőréhez érinti, égett seb keletkezik, ami 1k6 Fp-t sebez. Természetesen a seb- attól függően, hogy hol érte az áldozatot- sokkal kellemetlenebb is lehet. Az okozott seb más égési sebekhez hasonlóan gyógyul. A varázslat színtiszta Anyagi Mágia, így Mágiaellenállásnak ellene helye nincs. A varázslat erőssége 5 Mapa- pont ráfordításával emelhető, ezzel a sebzés is k6-tal nő- de legtöbb 10k6 Fp lehet."
Megbélyegzés csókja,boszorkány,Anyagi/Mentálmágia,25,12,5 szegmens,maradandó,csók,Mentális,,,,,,,"A csók helyén letörölhetetlen bélyeg marad, melyet a boszorkány ruhán keresztül is lát, azt semmivel el nem lehet tüntetni a szeme elől. A bélyeg hordozóját a boszorkány bárhol, bármilyen álcában vagy átváltoztatott alakban felismeri. A varázslat ellen mentális Mágiaellenállás dobható, sikere esetén a bélyeg az áldozatról lefoszlik. A megbélyegzés csókja állatokra is hatásos, mivel a bélyeg mentális részének jelentős hányada az érzékeléssel, az érzékszervekkel kapcsolatos. A megbélyegzettre a boszorkány, a Megfigyelés varázslat együttes alkalmazásával, bármilyen távolságból varázsolhatja azokat a varázslatokat, melynek végrehajtásához elegendő látni az áldozatot. A megbélyegzett a boszorkány varázslatai ellen asztrális Mágiaellenállást -20-szal dobja, mentális ME-jét pedig olyan mínusszal, hogy joga sincs Mágiaellenállásra- ez állatok esetében nem áll. A varázslat erőssége 3Mp-ért 1E-vel növelhető."
Felejtés csókja,boszorkány,Mentálmágia,18,10,5 szegmens,1 nap (vagy lásd Csókmágia),csók,Mentális,,,,,,,"A csók hatására az áldozat személyes élményeiből egy, a boszorkány által kiválasztott epizód eltűnik. Nem illan el véglegesen, csak a varázslat időtartama alatt az áldozat képtelen felidézni magában. Sok hős bukott meg ily módon fontos küldetésben: elfelejtették, miért is indultak el. A varázslat erőssége 2 Mana-pont ráfordítással növelhető 1E-vel."
Rabszolgaság csókja,boszorkány,Mentálmágia,35,10,5 szegmens,1 nap (vagy lásd Csókmágia),csók,Mentális,,,,,,,"Ez a csók a boszorkány rabszolgájává alázza az áldozatot. A csók után a boszorkány minden parancsának engedelmeskednie kell, önálló akarata szinte teljesen megszűnik. A varázslat az időtartam lejártáig tartja rabságban, utána hatása elenyészik- ám a tapasztalt boszorkányok a hatás elmúlta előtti órákban újabb csókot kérnek rabszolgájuktól. A varázslat erőssége 5 mana-pont felhasználásával növelhető 1E-vel."
Átváltoztatás csókja,boszorkány,Anyagi Mágia,80,10,5 szegmens,1 nap (vagy lásd Csókmágia),csók,Asztrális és Mentális,,,,,,,"A megcsókolt áldozat a boszorkány óhaja szerinti állattá változik át. Az állat lehet béka, nyúl, kecske, veréb stb. A varázslat sikeréhez az áldozatnak mind asztrális, mind mentális Mágiaellenállását el kell vétenie. Az időtartam lejártával az áldozat visszaváltozik. A változás mértékétől függően az átalakulás és a visszaváltozás egyaránt 1-10 kör alatt megy végbe. A pontos időtartamokról a következő táblázat tájékoztat:

emberből másik ember 1 kör
emberből ork 2 kör
emberből törpe, emberből négylábú 3 kör
embernagyságú állat, emberből négylábú, de valamivel kisebb vagy nagyobb állat 4 kör
például kutya, ló emberből apró állat 5 kör
nyúl, béka  6 kör
emberből madár, hal 7 kör
emberből hangya, egyéb rovar 8 kör
emberből olyan teremtmény, melynek különleges szervei is vannak 9 kör
emberből egészen idegen létforma 10 kör

 
Természetesen a táblázatban szereplő lények csak útmutatásul szolgálnak, a boszorkány más lényekké is képes alakítani áldozatát. A varázslat erősségét 4 Mana-ponttal lehet 1 E-vel növelni.
"
Iszonyat csókja,boszorkány,Asztrálmágia,23,10,5 szegmens,1 nap (vagy lásd Csókmágia),csók,Asztrális,,,,,,,"A varázslat áldozata- ha elvétette asztrális Mágiaellenállását- halálra rémül a boszorkánytól. A rettegés befészkeli magát a szívébe, attól kezdve, ha meglátja a boszorkányt vagy akár csak hall felőle remegni kezd, akár a nyárfalevél. Az így megfélemlített áldozat, ameddig a varázslat időtartama le nem jár, képtelen kezet emelni a boszorkányra, vagy bármi módon ártani neki- s erről másokat is lebeszél. Az időtartam lejártával gyűlölet költözik a szívébe, a félelem helyett. A varázslat erőssége 3 mana-pontonként 1E-vel növelhető."
Élet csókja,boszorkány,Nekromancia,22,1,5 szegmens,egyszeri,csók,-,,,,,,,"A boszorkány csókjával életerőt szívhat el áldozata testéből, hogy saját súlyos (Ép) sebeinek gyógyítására fordítsa. Az elvett Ép mennyisége alapesetben k6. A varázslat erőssége 7 Mana-pont felhasználásával 1 E-vel növelhető, ezzel együtt az Ép- elszívás is k6-tal nő, maximum 4k6 Ép-ig."
Kriptacsók,boszorkány,Nekromancia,49,10,5 szegmens,1 nap (vagy lásd Csókmágia),csók,-,,,,,,,"A csók áldozata egyik pillanatról a másikra éveket öregszik: 1 kör alatt 1 esztendőt. Az öregedés 80 éves korig tart. Az áldozat bőre elszürkül, ráncossá válik, szemei elvesztik ifjonti ragyogásukat, tartása megroskad, haja megőszül. Képességei- s ennek függvényében értékei- az idevágó táblázat szerint csökkennek (lásd: Képességek!). A hosszabb élettartamú fajokra (pl. elf) a varázslat bár hat, természetesen nem jár ennyire súlyos következményekkel. A varázslat ellen az áldozat nem jogosult Mentődobásra."
Halál csókja,boszorkány,Asztrálmágia,52,15,5 szegmens,maradandó,csók,Asztrális,,,,,,,"A Halál Csókja égi gyönyörben részesíti azt, aki kapja. Egyetlen hátránya, hogy az áldozat- ha elvéti asztrális ME- jét- belehal e kéjbe. Arcára mennyei mosoly fagy. A varázslat erőssége 12 mana-pont feláldozásával 1 E-vel növelhető."
Féltékenység,boszorkány,Ölelésmágia,7,12,3 szegmens,1 óra/szint (vagy a boszorkány akarata szerint),érintés,Asztrális,,,,,,,"E varázslat hatására a férfiból a hűtlenség legkisebb jelére dühöngő őrült válik, akit boszorkány kedvére irányíthat. A férfi rendkívüli gyanakvóvá válik, minden mögött hátsó szándékot, ártó gondolatokat sejt. A nőt soha nem hibáztatja, jobbára önmagát vádolja figyelmetlenséggel vagy érzéketlenséggel. A boszorkányt igyekszik mindentől megóvni, s ezt a nő kiválóan felhasználhatja céljai elérésében. Ily módon a legjobb barátok is sikeresen egymásnak ugrasztható. A mágia 3Mp-nként 2E-vel erősíthető, vagy szintenként 20 perccel kitolható."
Rabszolga ölelés,boszorkány,Ölelésmágia,25,10,5 szegmens,1 nap(vagy a boszorkány akarata szerint),érintés,Asztrális,,,,,,,"Hatásaiban megegyezik a Rabszolgaság csókja nevű varázslattal, csupán annyi a különbség, hogy létrehozásához kevesebb Mp szükséget. Ezt a könnyebbséget ellensúlyozza az a mesterkedés, amíg a boszorkány ágyába tudja rángatni a kiszemelt áldozatot. Fontos különbség azonban, hogy itt nem csak egy egyszerű csókról van szó, hanem egy olyan szeretkezésről, mely után a férfi egyenesen beleőrül a nő utáni vágyakozásba és szó szerint kétségbe esik, ha a boszorkány nincsen mellette. Mindenféle szerelemvarázsnál inkább megőrjíti ez a férfiakat, akik mindent megtesznek, csakhogy jutalmuk képpen “kedvesük” megajándékozza őket az ölelésével. Az ily módon elszédített férfiak a nő közelségének hiányában bátortalanná, határozatlanná válnak, önálló döntésre képtelenek, s csakis a boszorkány jár az eszükben. Az erősítés 3Mp-ként 1E-vel növelhető."
Mágikus ölelés,boszorkány,Ölelésmágia,2,5,5 szegmens,1 perc,érintés,-,,,,,,,"A Hatalom Italán kívül ez a mágiaforma szolgál arra, hogy a boszorkányok vissza tudják szerezni megcsappant mágikus képességeiket. Ez a varázslat semmilyen káros hatással nincs a férfi partnerre, hacsak meg nem ijed a nő szokatlanul heves viselkedésétől. Bizonyos, hogy egy életre szóló élménnyel lesz az gazdagabb aki segédkezet nyújt egy boszorkány mágikus feltöltődésében. Az aktus végeztével a nő elméje ismét tökéleten telített lesz manával, bármennyi is volt azelőtt benne. Ehhez a manakinyerési módhoz is annyiszor fordulhat, ahányszor csak akar, csupán azt kell figyelembe vennie, hogy minden ilyen ölelkezés végeztével 2 pontot elveszít Állóképességéből, amit csakis kiadós alvással szerezhet vissza. Amennyiben a fenti értéke 6 alá csökkenne a manakinyerés miatt, a boszorkány elveszíti eszméletét és k6x10 percig öntudatlan és kiszolgáltatott marad
A mágikus ölelés során a boszorkány teste egészen felhevül, egyfajta belső tűz emészti ilyenkor, mely a mana megkötését segíti. Beszéli, hogy ekkor a legkiszolgáltatottabb minden boszorkány, de mindig ragyogó szemekkel és tetterősen térnek vissza a révületből. A legvakmerőbb boszorkányvadászok állítólag ezt a pillanatot szokták választani,hogy speciális tőrüket a nő torkához helyezzék.
"
Tudástár,boszorkány,Ölelésmágia,7,3,3 szegmens,speciális,önmaga,-,,,,,,,"Ez a fajta mágia sem a partner elveszejtésére irányul. Két felhasználási módja van. Az elsőt akkor szokták a boszorkányok használni, ha valaki olyannak hozza össze őket a jó szerencséjük, akik még náluk is többet tud a szexuális művészetek terén. Ily módon alkalmazva elsajátíthatják az adott tudást, annak minden apró cselével, részletével együtt. A későbbiekben, ha fel kívánják idézni ezt a tudást, nem szükséges újabb Mp-kat erre áldozni, az így szerzett ismeretet tökéletesen sikerült elsajátítaniuk.
Másik felhasználási módja a szexuális ismeretek egyfajta mágikus erők segítségével Szexuális kultúra képzettségét tudja eggyel magasabb szinten alkalmazni, mint amilyen a valós tudása. Ilye módon elérhető, hogy akár a Mesterfokú ismeret adta határokat is meghaladó mutatványokra legyenek képesek. Így lehetségessé válik az is, hogy mágikus befolyásolás nélkül is testének rabszolgájával alázzon egy férfit.
"
Sorvasztás,boszorkány,Ölelésmágia,2,15,5 szegmens,speciális,érintés,Mentális,,,,,,,"Ez a varázslat több időt vesz igénybe, mint a többi és Mágiaellenállás is csak egyszer dobható ellene. Amennyiben az áldogat elvéti ezt a dobását, utána képtelen lesz ellenállni a boszorkánynak és praktikáinak. Nem szenved majd annak híján, ám, mihelyt meglátja félbehagyja legfontosabb dolgait, és csakis a nő kiszolgálására szorítkozik majd. Minden újabb együttlétük ugyanis - hacsak valami módon meg nem szakítják a varázst - 3 pontot fog elhabzsolni az áldozat Egészségéből, amelyeket a boszorkány a Hatalom Italának elfogyasztása utáni Egészségcsökkenésének ellensúlyozására - és  csakis arra - használhat fel. Az így nyert pontoknak mindaddig hasznát látja, amíg áldozata életben van. Ha azonban annak Egészsége 0-ra csökken, a férfi meghal, és az addig fel nem használt pontok is kárba vesznek. Értelemszerűen nem érdeke hát a boszorkánynak, hogy ellenfele végleg elsorvadjon, s nem is szokták megölni őket, csak abban az esetben, ha valamely személyes bosszú úgy diktálja.
A beteg látványos sorvadásnak indul, s nemcsak testi, de lelki ereje is csökken. Mélabússá, kedvtelenné válik, s ő maga képtelen összefüggésbe hozni betegségét a nővel. Mindaddig nem lehet meggyógyítani, amíg a kapcsolat fennáll köztük, vagy a boszorkány életben van. A varázslat 3 Mp-nként 2 E-vel erősíthető."
Akarat elorzása,boszorkány,Ölelésmágia,24,15,1 kör,1 óra/szint (vagy amíg a boszorkány ébren van),érintés,Mentális,,,,,,,"Amennyiben a férfi elvéti a Mágiellenállását, abban az esetben a boszorkány a hatóidő lejártáig bármikor beléphet áldozata testébe (egy alkalommal legfeljebb 1 percig) és minden mozdulatát az akarata alá vonhatja. Az áldozat teste mindenben engedelmeskedik parancsolójának, míg ő maga a későbbiekben nem emlékszik mindarra, amit csinált, az emlékei a boszorkányé lesznek. Csakis olyan dolgok megtételére les képes, amelyek nem okoznák saját vesztét. Öngyilkosságra tehát ilyen módon nem vehető rá, bár kiprovokálhat párbajokat, összecsapásokat. Az áldozat szeme mindaddig, amíg boszorkány irányítása alatt áll, tompa, akár egy vizes kavics, beszéde akadozó, akárha részeg lenne. A saját szájával ugyan, de más száján keresztül beszél. A kapcsolat mindaddig megvan közöttük, míg azt mágikus úton nem destruálták, vagy papi mágiával nem semmisítették meg, illetve ameddig a boszorkány ébren van. Mihelyt elalszik, a kapcsolat megszűnik  közte és áldozata között. A boszorkány jól teszi, ha valamely jól őrzött, biztonságos területen tartózkodik, amíg a varázslatot alkalmazza, hiszen arra az időre kilép saját testéből, s maga tehetetlenné válik. Áldozata testének bitorlása után arra legközelebb 1 óra elteltével lesz képe. A varázslat hátulütője, hogy a boszorkány és áldozata között egy-fajta mentálfonál húzodik az adott időtartam alatt, s ez elvezethet a mágiát megidézőhöz. A varázslat 3Mp-ért 2 E-vel erősíthető."
Betegség átadása,boszorkány,Ölelésmágia,6 +5/szint,speciális,3 szegmens,speciális,érintés,Egészségpróba,,,,,,,"Ezzel a varázslattal a boszorkány a boszorkánymesteri Rontásoknál található mágikus betegségekhez hasonlókat juttat ellenfele szervezetébe. A betegségek rendkívül különbözőek lehetnek, hatásuknak csupán a KM fantáziája szabhat határt. Abban azonban mindannyian megegyeznek, hogy a papok Gyógyítás varázslatával valamennyi kikúrálható, ha van rá mód és idő. A betegségek szintjének csakis a boszorkány mágikus energiái szabnak határt. 1 szintnyi betegséget 5Mp-ért tudnak előállítani. Ezek a mágikus kórokozók rájuk nincsenek hatással, s más módon képtelenek azt áldozatuk szervezetébe juttatni."
Gyertyakészítés,boszorkány,változó,gyertyától függ,gyertyától függ,1 óra,maradandó,érintés,-,,,,,,,"A varázslat segítségével az alábbiakban felsorolt gyertyák bármelyike elkészíthető. A készítés annyi Mana-pontba kerül, amennyi az adott gyertyánál fel van tüntetve. Természetesen erősítés, vagy a leégés idejének kitolása esetén az erre áldozott Mana-pontok is beszámítandók. Egy mágikus gyertya elkészítése mindig transzot igényel, s egy teljes órába kerül. Ezalatt a boszorkány a rendelkezésre álló különleges viaszból meggyúrja, s mágiával itatja át a gyertyát. Természetesen 5 percnél rövidebb idő alatt leégő gyertyák is készíthetőek, de nem kerülnek kevesebb Manapontba. A gyertyát természetesen bárki meggyújthatja, nem csak a boszorkány - ettől az még kifejti mágikus hatását."
Kék gyertya,boszorkány,Mentálmágia,6,6,1 kör múltán hat,5 perc alatt ég le,lásd Gyertyamágia!,Mentális,,,,,,,"A kék gyertya mágiája kábító esszenciát hordoz  hatása a Bódulat varázslatéval egyezik, de az állandósult időszak a gyertya teljes leégéséig tart. A  hatás  az első füstben  töltött kör végén éri az áldozatokat. Természetesen minden áldozat dobhat mentális Mágiaellenállást a gyertya által kibocsájtott varázslat erőssége ellen, melynek sikere semmissé teszi a ha­ tást. Ha a gyertya a bármely okból elalszik, a hatás állandósult szakasza még 3 körig tart.
A gyertya leégési ideje 2 Mana-pont befektetésével 1 perccel hosszabbítható meg, a belefoglalt Bódulat varázslat erőssége  pedig 1 Mana-pont  segítségével növelhető  1E-vel."
Sárga gyertya,boszorkány,Asztrálmágia,amennyi a hasonló Jellemtorzító Átoké + 5,amennyi a hasonló Jellemtorzító Átoké,1 kör múltán hat,5 perc alatt ég le,lásd Gyertyamágia!,Asztrális,,,,,,,"A gyertyába a boszorkány bármilyen Jellemtorzító Átkot belehelyezhet - a hatás az ott leírtakhoz lesz hasonló. A kü­lönbség csak annyi, hogy a hatás 1 kör múltán jelentkezik, és nem maradandó, csak addig tart, ameddig az áldozat a  füst­ben tartózkodik. A gyertya létrehozásához szükséges Mana ­ Pontok száma megegyezik a belezárt varázslathoz szükségesek­kel, amihez még 5 Mana- pontot kell adni a gyertya készítés miatt."
Zöld gyertya,boszorkány,Anyagi Mágia,26,a méreg erőssége,lásd a leírásban!,6 perc alatt ég le,lásd Gyertyamágia!,Méregellenállás,,,,,,,"A zöld gyertya mérgező gázokat bocsát ki, melyek mági­kus úton terjednek. A gyertyába akármilyen méreg belekever­hető, melyet  a  gyertyába foglalt  mágia  füsttel terjedő, kon­takt
méreggé lényegit. A hatás ellen nem Mágia-, hanem Mé­regellenállást kell dobni, természetesen a méreg szintjének függvényében. A méreg tetszőleges típusú lehet, az egyszerű rosszullétet okozóktól az azonnali halált hozóig. Ahhoz, hogy a méreg az áldozat szervezetébe kerüljön, annak legalább egy körig a füstben kell tartózkodnia, de az első kör után a ha­tás bekövetkezte már csak a méreg hatóidejétől függ. A hatás  minden szempontból azonos a  felhasznált  méreg  hatásá­val  (lásd még Mérgek!).
Egy 5 percig égő gyertyába 5 adag mérget kell foglalni, kü­lönben a várt hatás elmarad. Az égés Időtartamának egy perccel való növelése további 2 Mana-pontot és egy  újabb adag mérget igényel."
Szivárványszín gyertya,boszorkány,változó,lásd leírásban!,lásd leírásban!,1 kör múltán hat,lásd leírásban!,lásd Gyertyamágia!,lásd leírásban!,,,,,,,"Minden eddigi gyertyából helyezhető el darab ebben a sokszínű gyertyában. A különböző hatást  rejtő rétegek kétfé­leképpen helyezhetők el, vagy spirálban, egymás  mellett, vagy rétegelve, egymás felett. Az első esetben az összes gyer­tya mágiája egyszerre fejti ki hatását, míg a második esetben időrendi sorrend megalkotására nyílik lehetőség. A két mód­szer természetesen keverhető is egy gyertyán belül, de ilyenkor pontos jellemzésre, leírásra van szükség, amit a Kaland ­ mesterrel a szivárványszín gyertya megalkotásakor ismertetni kell. A szeletek a különböző színű gyertyáknál leírtaknak megfelelően készíthetők el. A szivárványszín gyertya elkészí­téséhez szükséges Mana-pontok száma egyenlő a benne részt kapó gyertyarétegek összes Mana-pontjával. A különböző réte­gek különböző erősséggel hatnak, és különböző a leégési ide­jük is, attól függ mennyit használt fel belőlük a boszorkány a szivárványszín gyertyához. A Mentődobásokat minden réteg ellen  külön  kell dobni"
Személy megkeresése,boszorkány,Szimpatikus mágia,8,15,3 kör,1 óra/szint,lásd a leírásban,Asztrális,,,,,,,"A boszorkányok ezzel a  varázslattal,  ha  birtokukban van a keresett személlyel szimpatikus viszonyban álló tárgy, megtudhatják az illető pontos tartózkodási helyét. Mérföldnyi pontossággal kideríthetik a célpont távolságát, továbbá a felé vezető irányt. A sikeres alkalmazáshoz az áldozatnak el kell hibáznia Asztrális Mágiaellenállását. A varázslat a távolságot csak 500 mérföldig képes meghatározni, de az irány ennél na­gyobb távolság esetén is megtudható. A varázslat  -  hasonló­an a boszorkány egyéb szimpatikus mágián alapuló varázslataihoz - könnyen erősíthető, 1 befektetett Mana-pontért 3E­ vel."
Szólító ige,boszorkány,Szimpatikus mágia,45,15,3 kör,lásd a leírásban!,végtelen,Asztrális,,,,,,,"A boszorkány ezen varázslattal magához szólíthatja a má­gia alanyát, amennyiben birtokában van a keresett személlyel szimpatikus viszonyban álló tárgy. A hívás nem szó szerint ér­tendő, az áldozat  csak  azt fogja érezni,  hogy mindenképpen el kell jutnia egy bizonyos helyre. Nem kell ismernie a boszor­kányt; nem is tudja, miért halad vajon új úti célja felé? Tu­datának legmélyére fészkeli be magát a szűnni nem akaró vágy, hogy minél gyorsabban elérje a kérdéses helyet. Ha a helyet megtalálta, vár - nem tudja mire és miért, de várako­zik. A cél elérése után 12 órával a varázslat hatása semmivé foszlik, s az áldozat újra szabad lesz. Megjegyzendő, hogy a hely minden esetben az, ahol a boszorkány a varázslatalkal­mazásakor tartózkodott. Az áldozat, ha a hely nyilvánvalóan közvetlen életveszélyt jelent számára - például egy tűzhányó kürtője - Akaraterő próbára jogosult, de csak a cél elérésekor. Amennyiben az Akaraterőpróba sikeres, a varázslat hatása megtörik. A boszorkány ezzel a varázslattal segítőtársakat szólíthat magához, vagy éppen ellenkezőleg, ellenfeleket csal­hat csapdába. A célpont - legyen barát vagy ellenség  - Asztrális Mágiaellenállásra jogosult. A varázslat 2E-nként 1 Mana-pontért   erősíthető."
Fehérbábu,boszorkány,Viaszbáb,33,-,-,-,-,-,,,,,,,"Amelyik testrészén a bábut megszúrják, ott az áldozat nyi­lalló fájdalmat érez. Seb vagy egyéb nyom nem keletkezik. A Fehérbábuval körönként legfeljebb k6 Fp elvesztése okozha­tó, de a hirtelen fájdalommal könnyen földre dönthető, vagy kellemetlen helyzetbe hozható az áldozat . Amint az áldozat elveszti az eszméletét, a szimpátia viszony megszakad, míg ha visszanyeri, a szimpátia azonnal, újra kialakul. Ebből nyom­ban  látszik,  hogy a  bábuval  Ép nem vehető el.
A Fehérbábú egyszerű, hétköznapi gyertyaviaszból is elkészíthető."
Vörösbábu,boszorkány,Viaszbáb,55,-,-,-,-,-,,,,,,,"Hatása a Fehérbábuhoz hasonló, ám ez esetben az áldozat testén seb keletkezik, melynek súlyossága függ a szúrás helyé­től és erősségétől. Körönként legfeljebb k3 Ép elvesztése okozható, de eszmélet vesztéskor a szimpátia viszony szüne­tel.  A bábu segítségével az áldozat közvetlenül semmiképp nem ölhető meg, legfeljebb súlyosan megsebesíthető. Azaz létfontosságú szervei (szíve, agya, szeme. stb.) nem sérülnek, de a vérzés végezhet vele.
A vörösbábu elkészítésekor a viaszba mindenképpen bele kell keverni öt gyűszűnyit az áldozat  véréből is."
Feketebábu,boszorkány,Viaszbáb,66,-,-,-,-,-,,,,,,,"A legveszedelmesebb  a  fizikai  hatású  viaszbábuk  közül.  Azonnal halálos seb okozására is alkalmas; megfelelő helyre döfve a tűt kiszúrhatjuk az áldozat szemét, vagy átdöfhetjük a szívét.  Eszméletlen  áldozat  ellen  ez  a  bábu  sem használható.
A Feketebábu  elkészítése  követeli a  boszorkánytól a legtöbb eltökéltséget és a legkörülményesebb előkészítő munkát. Ahhoz ugyanis, hogy az ilyen szoros szimpátia viszony létre jöjjön, a viaszba kell kevernie a kiszemelt áldozat ürülékét is. Továbbá, az így preparált viasznak legkevesebb 1 óra hosszan az áldozat testközelében (1 lábon belül) kell maradnia."
Kékbábu,boszorkány,Viaszbáb,33,-,-,-,-,-,,,,,,,"A Kékbábura olvasott  varázslatok  nem a bábura, hanem az áldozatra hatnak. Hasonló tehát a Mozaikmágia Tárgy­ szimpátia mozaikjához, az teszi veszedelmesebbé, hogy bár­mennyiszer, bárki által használható.
Elkészítésekor nem csak az áldozat testrészét, hanem 5 ka­rátnyi (1 g) porrá zúzott zafírt is a viaszba kell keverni."
